69,Abecean Longfin,Bleeding Crown,Pearl,Weakness to Poison,Fortify Block,,,,169
70,Abecean Longfin,Bleeding Crown,Pine Thrush Egg,Weakness to Poison,,,,,51
71,Abecean Longfin,Bleeding Crown,Powdered Mammoth Tusk,Weakness to Poison,Weakness to Fire,Fortify Sneak,,,217
72,Abecean Longfin,Bleeding Crown,Purple Mountain Flower,Weakness to Poison,Fortify Sneak,,,,169
73,Abecean Longfin,Bleeding Crown,Sabre Cat Tooth,Weakness to Poison,,,,,51
74,Abecean Longfin,Bleeding Crown,Salt Pile,Weakness to Poison,Fortify Restoration,,,,169
75,Abecean Longfin,Bleeding Crown,Slaugherfish Scales,Weakness to Poison,Fortify Block,,,,169
76,Abecean Longfin,Bleeding Crown,Small Antlers,Weakness to Poison,Fortify Restoration,,,,169
77,Abecean Longfin,Bleeding Crown,Small Pearl,Weakness to Poison,Fortify Restoration,,,,169
78,Abecean Longfin,Bleeding Crown,Tundra Cotton,Weakness to Poison,Resist Magic,Fortify Block,,,220
79,Abecean Longfin,Bleeding Crown,Void Salts,Weakness to Poison,Resist Magic,,,,102
80,Abecean Longfin,Bleeding Crown,White Cap,Weakness to Poison,Weakness to Frost,,,,91
81,Abecean Longfin,Bleeding Crown,Wisp Wrappings,Weakness to Poison,Resist Magic,,,,102
82,Abecean Longfin,Blisterwort,Cyrodilic Spadetail,Damage Stamina,Fortify Restoration,,,,161
83,Abecean Longfin,Blisterwort,Sabre Cat Tooth,Fortify Smithing,Weakness to Poison,,,,133
84,Abecean Longfin,Blue Butterfly Wing,Cyrodilic Spadetail,Damage Stamina,Fortify Restoration,,,,161
85,Abecean Longfin,Blue Dartwing,Cyrodilic Spadetail,Fear,Fortify Restoration,,,,238
86,Abecean Longfin,Blue Dartwing,Pine Thrush Egg,Resist Shock,Weakness to Poison,,,,137
87,Abecean Longfin,Blue Dartwing,Powdered Mammoth Tusk,Fear,Fortify Sneak,,,,238
88,Abecean Longfin,Bone Meal,Cyrodilic Spadetail,Damage Stamina,Fortify Restoration,,,,161
89,Abecean Longfin,Bone Meal,Deathbell,Ravage Stamina,Weakness to Poison,,,,75
90,Abecean Longfin,Bone Meal,Elves Ear,Resist Fire,Weakness to Frost,,,,126
91,Abecean Longfin,Bone Meal,Fire Salts,Resist Fire,Weakness to Frost,,,,126
92,Abecean Longfin,Briar Heart,Elves Ear,Restore Magicka,Weakness to Frost,,,,65
93,Abecean Longfin,Briar Heart,Fire Salts,Restore Magicka,Weakness to Frost,,,,65
94,Abecean Longfin,Briar Heart,Giant Lichen,Restore Magicka,Weakness to Poison,,,,76
95,Abecean Longfin,Briar Heart,Human Flesh,Paralyze,Restore Magicka,Fortify Sneak,,,428
96,Abecean Longfin,Briar Heart,White Cap,Restore Magicka,Weakness to Frost,,,,65
97,Abecean Longfin,Butterfly Wing,Chaurus Eggs,Damage Magicka,Weakness to Poison,,,,103
98,Abecean Longfin,Butterfly Wing,Small Antlers,Lingering Stamina Damage,Weakness to Poison,Fortify Restoration,,,181
99,Abecean Longfin,Canis Root,Cyrodilic Spadetail,Damage Stamina,Fortify Restoration,,,,161
100,Abecean Longfin,Canis Root,Elves Ear,Fortify Marksman,Weakness to Frost,,,,158
101,Abecean Longfin,Canis Root,Hawk Feathers,Fortify One-Handed,Fortify Sneak,,,,236
102,Abecean Longfin,Canis Root,Human Flesh,Paralyze,Fortify Sneak,,,,403
103,Abecean Longfin,Canis Root,Small Pearl,Fortify One-Handed,Fortify Restoration,,,,236
104,Abecean Longfin,Charred Skeever Hide,Hawk Feathers,Cure Disease,Fortify Sneak,,,,139
105,Abecean Longfin,Charred Skeever Hide,Pine Thrush Egg,Restore Stamina,Weakness to Poison,,,,76
106,Abecean Longfin,Charred Skeever Hide,Powdered Mammoth Tusk,Restore Stamina,Fortify Sneak,,,,143
107,Abecean Longfin,Charred Skeever Hide,Purple Mountain Flower,Restore Stamina,Fortify Sneak,,,,143
108,Abecean Longfin,Charred Skeever Hide,Sabre Cat Tooth,Restore Stamina,Weakness to Poison,,,,76
109,Abecean Longfin,Charred Skeever Hide,Small Pearl,Restore Stamina,Fortify Restoration,,,,143
110,Abecean Longfin,Chaurus Eggs,Crimson Nimroot,Weakness to Poison,Invisibility,,,,312
111,Abecean Longfin,Chaurus Eggs,Cyrodilic Spadetail,Weakness to Poison,Fortify Restoration,,,,169
112,Abecean Longfin,Chaurus Eggs,Daedra Heart,Weakness to Poison,Damage Magicka,,,,103
113,Abecean Longfin,Chaurus Eggs,Deathbell,Weakness to Poison,,,,,51
114,Abecean Longfin,Chaurus Eggs,Elves Ear,Weakness to Poison,Weakness to Frost,,,,91
115,Abecean Longfin,Chaurus Eggs,Eye of Sabre Cat,Weakness to Poison,Damage Magicka,,,,103
116,Abecean Longfin,Chaurus Eggs,Fire Salts,Weakness to Poison,Weakness to Frost,,,,91
117,Abecean Longfin,Chaurus Eggs,Frost Mirriam,Weakness to Poison,Fortify Sneak,,,,169
118,Abecean Longfin,Chaurus Eggs,Garlic,Weakness to Poison,Fortify Stamina,,,,122
119,Abecean Longfin,Chaurus Eggs,Giant Lichen,Weakness to Poison,,,,,51
120,Abecean Longfin,Chaurus Eggs,Glow Dust,Weakness to Poison,Damage Magicka,,,,103
121,Abecean Longfin,Chaurus Eggs,Hagraven Feathers,Weakness to Poison,Damage Magicka,,,,103
122,Abecean Longfin,Chaurus Eggs,Hanging Moss,Weakness to Poison,Damage Magicka,,,,103
123,Abecean Longfin,Chaurus Eggs,Hawk Feathers,Weakness to Poison,Fortify Sneak,,,,169
124,Abecean Longfin,Chaurus Eggs,Human Flesh,Weakness to Poison,Fortify Sneak,,,,169
125,Abecean Longfin,Chaurus Eggs,Human Heart,Weakness to Poison,Damage Magicka,,,,103
126,Abecean Longfin,Chaurus Eggs,Ice Wraith Teeth,Weakness to Poison,Invisibility,Weakness to Frost,,,352
127,Abecean Longfin,Chaurus Eggs,Jarrin Root,Weakness to Poison,Damage Magicka,,,,103
128,Abecean Longfin,Chaurus Eggs,Large Antlers,Weakness to Poison,Fortify Stamina,,,,122
129,Abecean Longfin,Chaurus Eggs,Lavender,Weakness to Poison,Fortify Stamina,,,,122
130,Abecean Longfin,Chaurus Eggs,Luna Moth Wing,Weakness to Poison,Damage Magicka,Invisibility,,,364
131,Abecean Longfin,Chaurus Eggs,Namira's Rot,Weakness to Poison,Damage Magicka,,,,103
132,Abecean Longfin,Chaurus Eggs,Nirnroot,Weakness to Poison,Invisibility,,,,312
133,Abecean Longfin,Chaurus Eggs,Nordic Barnacle,Weakness to Poison,Damage Magicka,,,,103
134,Abecean Longfin,Chaurus Eggs,Pine Thrush Egg,Weakness to Poison,,,,,51
135,Abecean Longfin,Chaurus Eggs,Powdered Mammoth Tusk,Weakness to Poison,Fortify Sneak,,,,169
136,Abecean Longfin,Chaurus Eggs,Purple Mountain Flower,Weakness to Poison,Fortify Sneak,,,,169
137,Abecean Longfin,Chaurus Eggs,Sabre Cat Tooth,Weakness to Poison,,,,,51
138,Abecean Longfin,Chaurus Eggs,Salt Pile,Weakness to Poison,Fortify Restoration,,,,169
139,Abecean Longfin,Chaurus Eggs,Slaugherfish Egg,Weakness to Poison,Fortify Stamina,,,,122
140,Abecean Longfin,Chaurus Eggs,Small Antlers,Weakness to Poison,Fortify Restoration,,,,169
141,Abecean Longfin,Chaurus Eggs,Small Pearl,Weakness to Poison,Fortify Restoration,,,,169
142,Abecean Longfin,Chaurus Eggs,Torchbug Thorax,Weakness to Poison,Fortify Stamina,,,,122
143,Abecean Longfin,Chaurus Eggs,Vampire Dust,Weakness to Poison,Invisibility,,,,312
144,Abecean Longfin,Chaurus Eggs,White Cap,Weakness to Poison,Weakness to Frost,,,,91
145,Abecean Longfin,Chicken's Egg,Small Antlers,Lingering Stamina Damage,Weakness to Poison,Fortify Restoration,,,181
146,Abecean Longfin,Creep Cluster,Cyrodilic Spadetail,Damage Stamina,Fortify Restoration,,,,161
147,Abecean Longfin,Creep Cluster,Elves Ear,Restore Magicka,Weakness to Frost,,,,65
148,Abecean Longfin,Creep Cluster,Fire Salts,Restore Magicka,Weakness to Frost,,,,65
149,Abecean Longfin,Creep Cluster,Giant Lichen,Restore Magicka,Weakness to Poison,,,,76
150,Abecean Longfin,Creep Cluster,Human Flesh,Restore Magicka,Fortify Sneak,,,,143
151,Abecean Longfin,Creep Cluster,Salt Pile,Weakness to Magic,Fortify Restoration,,,,169
152,Abecean Longfin,Creep Cluster,White Cap,Restore Magicka,Weakness to Frost,,,,65
153,Abecean Longfin,Crimson Nimroot,Cyrodilic Spadetail,Damage Stamina,Fortify Restoration,,,,161
154,Abecean Longfin,Crimson Nimroot,Deathbell,Damage Health,Weakness to Poison,,,,56
155,Abecean Longfin,Crimson Nimroot,Human Flesh,Damage Health,Fortify Sneak,,,,123
156,Abecean Longfin,Crimson Nimroot,Ice Wraith Teeth,Invisibility,Weakness to Frost,,,,301
157,Abecean Longfin,Crimson Nimroot,Small Antlers,Damage Health,Weakness to Poison,Fortify Restoration,,,174
158,Abecean Longfin,Cyrodilic Spadetail,Deathbell,Fortify Restoration,Weakness to Poison,,,,169
159,Abecean Longfin,Cyrodilic Spadetail,Elves Ear,Fortify Restoration,Weakness to Frost,,,,158
160,Abecean Longfin,Cyrodilic Spadetail,Eye of Sabre Cat,Fortify Restoration,Ravage Health,,,,124
161,Abecean Longfin,Cyrodilic Spadetail,Falmer Ear,Fortify Restoration,Fear,,,,238
162,Abecean Longfin,Cyrodilic Spadetail,Fire Salts,Fortify Restoration,Weakness to Frost,,,,158
163,Abecean Longfin,Cyrodilic Spadetail,Fly Amanita,Fortify Restoration,Fear,,,,238
164,Abecean Longfin,Cyrodilic Spadetail,Frost Mirriam,Fortify Restoration,Fortify Sneak,,,,236
165,Abecean Longfin,Cyrodilic Spadetail,Giant Lichen,Fortify Restoration,Ravage Health,Weakness to Poison,,,175
166,Abecean Longfin,Cyrodilic Spadetail,Giant's Toe,Fortify Restoration,Damage Stamina,,,,161
167,Abecean Longfin,Cyrodilic Spadetail,Hagraven Feathers,Fortify Restoration,Fear,,,,238
168,Abecean Longfin,Cyrodilic Spadetail,Hawk Feathers,Fortify Restoration,Fortify Sneak,,,,236
169,Abecean Longfin,Cyrodilic Spadetail,Human Flesh,Fortify Restoration,Fortify Sneak,,,,236
170,Abecean Longfin,Cyrodilic Spadetail,Human Heart,Fortify Restoration,Fear,,,,238
171,Abecean Longfin,Cyrodilic Spadetail,Ice Wraith Teeth,Fortify Restoration,Weakness to Frost,,,,158
172,Abecean Longfin,Cyrodilic Spadetail,Jarrin Root,Fortify Restoration,Damage Stamina,,,,161
173,Abecean Longfin,Cyrodilic Spadetail,Jazbay Grapes,Fortify Restoration,Ravage Health,,,,124
174,Abecean Longfin,Cyrodilic Spadetail,Namira's Rot,Fortify Restoration,Fear,,,,238
175,Abecean Longfin,Cyrodilic Spadetail,Nirnroot,Fortify Restoration,Damage Stamina,,,,161
176,Abecean Longfin,Cyrodilic Spadetail,Pine Thrush Egg,Fortify Restoration,Weakness to Poison,,,,169
177,Abecean Longfin,Cyrodilic Spadetail,Powdered Mammoth Tusk,Fortify Restoration,Fear,Fortify Sneak,,,356
178,Abecean Longfin,Cyrodilic Spadetail,Purple Mountain Flower,Fortify Restoration,Fortify Sneak,,,,236
179,Abecean Longfin,Cyrodilic Spadetail,Rock Warbler Egg,Fortify Restoration,Damage Stamina,,,,161
180,Abecean Longfin,Cyrodilic Spadetail,Sabre Cat Tooth,Fortify Restoration,Weakness to Poison,,,,169
181,Abecean Longfin,Cyrodilic Spadetail,Salt Pile,Fortify Restoration,,,,,118
182,Abecean Longfin,Cyrodilic Spadetail,Silverside Perch,Fortify Restoration,Ravage Health,,,,124
183,Abecean Longfin,Cyrodilic Spadetail,Skeever Tail,Fortify Restoration,Damage Stamina,Ravage Health,,,167
184,Abecean Longfin,Cyrodilic Spadetail,Small Antlers,Fortify Restoration,Weakness to Poison,,,,169
185,Abecean Longfin,Cyrodilic Spadetail,Small Pearl,Fortify Restoration,,,,,118
186,Abecean Longfin,Cyrodilic Spadetail,Spider Egg,Fortify Restoration,Damage Stamina,,,,161
187,Abecean Longfin,Cyrodilic Spadetail,Troll Fat,Fortify Restoration,Fear,,,,238
188,Abecean Longfin,Cyrodilic Spadetail,White Cap,Fortify Restoration,Weakness to Frost,,,,158
189,Abecean Longfin,Daedra Heart,Frost Mirriam,Damage Stamina Regen,Fortify Sneak,,,,277
190,Abecean Longfin,Deathbell,Ectoplasm,Weakness to Poison,Damage Health,,,,56
191,Abecean Longfin,Deathbell,Elves Ear,Weakness to Poison,Weakness to Frost,,,,91
192,Abecean Longfin,Deathbell,Falmer Ear,Weakness to Poison,Damage Health,,,,56
193,Abecean Longfin,Deathbell,Fire Salts,Weakness to Poison,Weakness to Frost,,,,91
194,Abecean Longfin,Deathbell,Frost Mirriam,Weakness to Poison,Fortify Sneak,,,,169
195,Abecean Longfin,Deathbell,Giant Lichen,Weakness to Poison,,,,,51
196,Abecean Longfin,Deathbell,Hawk Feathers,Weakness to Poison,Fortify Sneak,,,,169
197,Abecean Longfin,Deathbell,Honeycomb,Weakness to Poison,Ravage Stamina,,,,75
198,Abecean Longfin,Deathbell,Human Flesh,Weakness to Poison,Damage Health,Fortify Sneak,,,174
199,Abecean Longfin,Deathbell,Human Heart,Weakness to Poison,Damage Health,,,,56
200,Abecean Longfin,Deathbell,Ice Wraith Teeth,Weakness to Poison,Weakness to Frost,,,,91
201,Abecean Longfin,Deathbell,Imp Stool,Weakness to Poison,Damage Health,,,,56
202,Abecean Longfin,Deathbell,Jarrin Root,Weakness to Poison,Damage Health,,,,56
203,Abecean Longfin,Deathbell,Large Antlers,Weakness to Poison,Slow,,,,298
204,Abecean Longfin,Deathbell,Nightshade,Weakness to Poison,Damage Health,,,,56
205,Abecean Longfin,Deathbell,Nirnroot,Weakness to Poison,Damage Health,,,,56
206,Abecean Longfin,Deathbell,Pine Thrush Egg,Weakness to Poison,,,,,51
207,Abecean Longfin,Deathbell,Powdered Mammoth Tusk,Weakness to Poison,Fortify Sneak,,,,169
208,Abecean Longfin,Deathbell,Purple Mountain Flower,Weakness to Poison,Fortify Sneak,,,,169
209,Abecean Longfin,Deathbell,Red Mountain Flower,Weakness to Poison,Damage Health,,,,56
210,Abecean Longfin,Deathbell,River Betty,Weakness to Poison,Damage Health,Slow,,,303
211,Abecean Longfin,Deathbell,Sabre Cat Tooth,Weakness to Poison,,,,,51
212,Abecean Longfin,Deathbell,Salt Pile,Weakness to Poison,Slow,Fortify Restoration,,,416
213,Abecean Longfin,Deathbell,Skeever Tail,Weakness to Poison,Damage Health,,,,56
214,Abecean Longfin,Deathbell,Small Antlers,Weakness to Poison,Damage Health,Fortify Restoration,,,174
215,Abecean Longfin,Deathbell,Small Pearl,Weakness to Poison,Fortify Restoration,,,,169
216,Abecean Longfin,Deathbell,Thistle Branch,Weakness to Poison,Ravage Stamina,,,,75
217,Abecean Longfin,Deathbell,Troll Fat,Weakness to Poison,Damage Health,,,,56
218,Abecean Longfin,Deathbell,Void Salts,Weakness to Poison,Damage Health,,,,56
219,Abecean Longfin,Deathbell,White Cap,Weakness to Poison,Weakness to Frost,,,,91
220,Abecean Longfin,Dragon's Tongue,Elves Ear,Resist Fire,Weakness to Frost,,,,126
221,Abecean Longfin,Dragon's Tongue,Fire Salts,Resist Fire,Weakness to Frost,,,,126
222,Abecean Longfin,Dwarven Oil,Elves Ear,Restore Magicka,Weakness to Frost,,,,65
223,Abecean Longfin,Dwarven Oil,Fire Salts,Restore Magicka,Regenerate Magicka,Weakness to Frost,,,242
224,Abecean Longfin,Dwarven Oil,Giant Lichen,Restore Magicka,Weakness to Poison,,,,76
225,Abecean Longfin,Dwarven Oil,Human Flesh,Restore Magicka,Fortify Sneak,,,,143
226,Abecean Longfin,Dwarven Oil,Salt Pile,Weakness to Magic,Regenerate Magicka,Fortify Restoration,,,346
227,Abecean Longfin,Dwarven Oil,White Cap,Restore Magicka,Weakness to Frost,,,,65
228,Abecean Longfin,Ectoplasm,Elves Ear,Restore Magicka,Weakness to Frost,,,,65
229,Abecean Longfin,Ectoplasm,Fire Salts,Restore Magicka,Weakness to Frost,,,,65
230,Abecean Longfin,Ectoplasm,Giant Lichen,Restore Magicka,Weakness to Poison,,,,76
231,Abecean Longfin,Ectoplasm,Human Flesh,Damage Health,Restore Magicka,Fortify Sneak,,,148
232,Abecean Longfin,Ectoplasm,Small Antlers,Damage Health,Weakness to Poison,Fortify Restoration,,,174
233,Abecean Longfin,Ectoplasm,White Cap,Restore Magicka,Weakness to Frost,,,,65
234,Abecean Longfin,Elves Ear,Fire Salts,Weakness to Frost,Resist Fire,Restore Magicka,,,151
235,Abecean Longfin,Elves Ear,Fly Amanita,Weakness to Frost,Resist Fire,,,,126
236,Abecean Longfin,Elves Ear,Frost Mirriam,Weakness to Frost,Fortify Sneak,,,,158
237,Abecean Longfin,Elves Ear,Frost Salts,Weakness to Frost,Restore Magicka,,,,65
238,Abecean Longfin,Elves Ear,Giant Lichen,Weakness to Frost,Restore Magicka,Weakness to Poison,,,116
239,Abecean Longfin,Elves Ear,Grass Pod,Weakness to Frost,Restore Magicka,,,,65
240,Abecean Longfin,Elves Ear,Hawk Feathers,Weakness to Frost,Fortify Sneak,,,,158
241,Abecean Longfin,Elves Ear,Human Flesh,Weakness to Frost,Restore Magicka,Fortify Sneak,,,183
242,Abecean Longfin,Elves Ear,Ice Wraith Teeth,Weakness to Frost,,,,,40
243,Abecean Longfin,Elves Ear,Juniper Berries,Weakness to Frost,Fortify Marksman,,,,158
244,Abecean Longfin,Elves Ear,Moon Sugar,Weakness to Frost,Restore Magicka,,,,65
245,Abecean Longfin,Elves Ear,Mora Tapinella,Weakness to Frost,Restore Magicka,,,,65
246,Abecean Longfin,Elves Ear,Mudcrab Chitin,Weakness to Frost,Resist Fire,,,,126
247,Abecean Longfin,Elves Ear,Pearl,Weakness to Frost,Restore Magicka,,,,65
248,Abecean Longfin,Elves Ear,Pine Thrush Egg,Weakness to Frost,Weakness to Poison,,,,91
249,Abecean Longfin,Elves Ear,Powdered Mammoth Tusk,Weakness to Frost,Fortify Sneak,,,,158
250,Abecean Longfin,Elves Ear,Purple Mountain Flower,Weakness to Frost,Fortify Sneak,,,,158
251,Abecean Longfin,Elves Ear,Red Mountain Flower,Weakness to Frost,Restore Magicka,,,,65
252,Abecean Longfin,Elves Ear,Sabre Cat Tooth,Weakness to Frost,Weakness to Poison,,,,91
253,Abecean Longfin,Elves Ear,Salt Pile,Weakness to Frost,Fortify Restoration,,,,158
254,Abecean Longfin,Elves Ear,Small Antlers,Weakness to Frost,Weakness to Poison,Fortify Restoration,,,209
255,Abecean Longfin,Elves Ear,Small Pearl,Weakness to Frost,Fortify Restoration,,,,158
256,Abecean Longfin,Elves Ear,Snowberries,Weakness to Frost,Resist Fire,,,,126
257,Abecean Longfin,Elves Ear,Spider Egg,Weakness to Frost,Fortify Marksman,,,,158
258,Abecean Longfin,Elves Ear,Taproot,Weakness to Frost,Restore Magicka,,,,65
259,Abecean Longfin,Elves Ear,Vampire Dust,Weakness to Frost,Restore Magicka,,,,65
260,Abecean Longfin,Elves Ear,White Cap,Weakness to Frost,Restore Magicka,,,,65
261,Abecean Longfin,Eye of Sabre Cat,Giant Lichen,Ravage Health,Weakness to Poison,,,,57
262,Abecean Longfin,Eye of Sabre Cat,Pine Thrush Egg,Restore Stamina,Weakness to Poison,,,,76
263,Abecean Longfin,Eye of Sabre Cat,Powdered Mammoth Tusk,Restore Stamina,Fortify Sneak,,,,143
264,Abecean Longfin,Eye of Sabre Cat,Purple Mountain Flower,Restore Stamina,Fortify Sneak,,,,143
265,Abecean Longfin,Eye of Sabre Cat,Sabre Cat Tooth,Restore Stamina,Weakness to Poison,,,,76
266,Abecean Longfin,Eye of Sabre Cat,Small Pearl,Restore Stamina,Fortify Restoration,,,,143
267,Abecean Longfin,Falmer Ear,Human Flesh,Damage Health,Fortify Sneak,,,,123
268,Abecean Longfin,Falmer Ear,Pine Thrush Egg,Fortify Lockpicking,Weakness to Poison,,,,76
269,Abecean Longfin,Falmer Ear,Powdered Mammoth Tusk,Fear,Fortify Sneak,,,,238
270,Abecean Longfin,Falmer Ear,Small Antlers,Damage Health,Weakness to Poison,Fortify Restoration,,,174
271,Abecean Longfin,Fire Salts,Fly Amanita,Weakness to Frost,Resist Fire,,,,126
272,Abecean Longfin,Fire Salts,Frost Mirriam,Weakness to Frost,Fortify Sneak,,,,158
273,Abecean Longfin,Fire Salts,Frost Salts,Weakness to Frost,Restore Magicka,,,,65
274,Abecean Longfin,Fire Salts,Garlic,Weakness to Frost,Regenerate Magicka,,,,217
275,Abecean Longfin,Fire Salts,Giant Lichen,Weakness to Frost,Restore Magicka,Weakness to Poison,,,116
276,Abecean Longfin,Fire Salts,Grass Pod,Weakness to Frost,Restore Magicka,,,,65
277,Abecean Longfin,Fire Salts,Hawk Feathers,Weakness to Frost,Fortify Sneak,,,,158
